Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Mark Willinsky,Brewers (A+),24,45.2,7.49,2.76,2.71,0.2,17.50%,6.50%,11.10%,0.348,1.84,0.426,60.30%,6.9,3.06,3.84,sa454870
Robbie Erlin,Rangers (A+),20,54.2,10.21,0.82,12.4,1.15,31.30%,2.50%,28.80%,0.132,0.55,0.149,77.60%,2.14,3.06,-0.92,10354
Miles Mikolas,Padres (A+),22,39.2,9.53,2.04,4.67,0.23,26.40%,5.70%,20.80%,0.211,1.01,0.289,91.40%,1.13,3.07,-1.93,9803
Kris Harvey,Marlins (A+),27,31.2,8.81,3.41,2.58,0.28,25.00%,9.70%,15.30%,0.162,0.95,0.215,74.30%,2.27,3.07,-0.8,sa293563
Danny Rosenbaum,Nationals (A+),23,132,7.36,2.8,2.63,0.27,20.00%,7.60%,12.40%,0.229,1.17,0.286,70.10%,2.59,3.08,-0.49,sa502078
Chase Whitley,Yankees (A+),22,48.1,7.45,1.86,4,0.37,21.10%,5.30%,15.80%,0.232,1.06,0.289,80.10%,1.68,3.08,-1.4,10982
Mike Solbach,Yankees (A+),25,69.1,7.27,2.99,2.43,0.13,19.20%,7.90%,11.30%,0.259,1.33,0.325,71.60%,3.12,3.09,0.03,sa392104
Justin Grimm,Rangers (A+),22,90.1,7.27,2.99,2.43,0.2,18.90%,7.80%,11.10%,0.24,1.26,0.298,68.30%,3.39,3.1,0.29,11720
Jon Keck,Royals (A+),23,22.2,8.34,4.37,1.91,0,19.80%,10.40%,9.40%,0.28,1.63,0.361,61.50%,5.16,3.1,2.07,sa503418
Brandon Kloess,White Sox (A+),26,39,9.92,3,3.31,0.69,27.00%,8.20%,18.90%,0.214,1.13,0.283,68.60%,2.77,3.1,-0.33,sa503601
Arodys Vizcaino,Braves (A+),20,40.1,8.26,2.23,3.7,0.67,23.00%,6.20%,16.80%,0.205,1.02,0.252,73.40%,2.45,3.1,-0.65,5498
Jonathan Pettibone,Phillies (A+),20,161,6.43,1.9,3.38,0.28,17.60%,5.20%,12.40%,0.243,1.14,0.292,69.80%,2.96,3.11,-0.15,7106
Kirby Yates,Rays (A+),24,33.1,12.15,5.94,2.05,0,32.90%,16.10%,16.80%,0.127,1.08,0.215,85.40%,1.62,3.12,-1.5,9073
Steve Delabar,Mariners (A+),27,12.1,14.59,5.84,2.5,0,33.90%,13.60%,20.30%,0.245,1.62,0.414,72.70%,4.38,3.14,1.24,11827
Michael Powers,Mets (A+),25,71.1,7.57,2.4,3.16,0.38,19.90%,6.30%,13.60%,0.239,1.21,0.295,64.40%,2.9,3.14,-0.23,sa455686
Wade Korpi,Marlins (A+),25,52.2,8.2,3.08,2.67,0.34,22.10%,8.30%,13.80%,0.217,1.16,0.277,77.70%,2.05,3.14,-1.09,sa455025
Kyle Kaminska,Marlins (A+),22,77.1,8.03,1.86,4.31,0.58,22.00%,5.10%,16.90%,0.233,1.1,0.288,77.50%,2.33,3.14,-0.82,sa392170
Jose Quintana,Yankees (A+),22,102,7.76,2.47,3.14,0.44,21.90%,7.00%,14.90%,0.231,1.12,0.289,74.10%,2.91,3.15,-0.24,11423
Dumas Garcia,Blue Jays (A+),27,43.2,8.86,4.12,2.15,0.21,22.60%,10.50%,12.10%,0.249,1.42,0.328,76.30%,3.09,3.16,-0.07,sa447647
Sam Freeman,Cardinals (A+),24,9,7,4,1.75,0,18.90%,10.80%,8.10%,0.242,1.33,0.308,58.30%,4,3.17,0.83,6832
Nick Struck,Cubs (A+),21,50,8.46,2.88,2.94,0.36,21.60%,7.30%,14.20%,0.276,1.42,0.353,71.60%,3.42,3.17,0.25,sa503356
Blake Cooper,Diamondbacks (A+),23,14.1,8.16,3.14,2.6,0,19.40%,7.50%,11.90%,0.323,1.74,0.408,68.00%,4.4,3.18,1.22,sa549089
Darin Gorski,Mets (A+),23,138.2,9.09,1.88,4.83,0.71,25.20%,5.20%,20.00%,0.21,1,0.266,81.00%,2.08,3.18,-1.1,sa501520
Kendal Volz,- - -,23,62.1,9.1,1.88,4.85,0.87,25.50%,5.30%,20.20%,0.228,1.06,0.288,77.20%,3.03,3.18,-0.15,sa501602
Andrew Wilson,Braves (A+),23,50,10.08,2.52,4,0.9,26.80%,6.70%,20.10%,0.227,1.16,0.293,76.90%,2.7,3.19,-0.49,sa503081
Taylor Thompson,White Sox (A+),24,53.2,8.55,4.36,1.96,0.17,22.00%,11.20%,10.80%,0.207,1.27,0.272,73.30%,2.52,3.19,-0.68,10019
Ryan Dennick,Royals (A+),24,53.2,8.55,2.35,3.64,0.67,22.40%,6.10%,16.20%,0.259,1.29,0.325,62.70%,4.36,3.19,1.17,9261
Sammy Solis,Nationals (A+),22,56.1,8.47,1.76,4.82,0.8,22.70%,4.70%,18.00%,0.276,1.28,0.344,80.60%,2.72,3.19,-0.48,sa392088
Justin Murray,Athletics (A+),24,2.2,3.38,0,1,0,8.30%,0.00%,8.30%,0.333,1.5,0.364,50.00%,6.75,3.2,3.55,sa454949
Ronny Marte,Yankees (A+),25,68,7.01,2.38,2.94,0.4,18.20%,6.20%,12.00%,0.267,1.34,0.323,71.40%,3.57,3.2,0.38,sa456484
Chris Petrini,Orioles (A+),24,47.2,10.01,3.97,2.52,0.57,27.00%,10.70%,16.30%,0.201,1.17,0.271,79.60%,2.08,3.21,-1.13,sa549511
Brett Lorin,Pirates (A+),24,117.1,7.59,1.46,5.21,0.54,20.40%,3.90%,16.50%,0.226,1.04,0.274,67.10%,2.84,3.22,-0.38,sa454589
Bryan Evans,Marlins (A+),24,53,7.3,2.21,3.31,0.34,20.60%,6.20%,14.40%,0.167,0.85,0.204,88.70%,1.02,3.22,-2.2,sa455162
Jason Ray,Padres (A+),26,53.2,10.73,3.19,3.37,0.34,28.70%,8.50%,20.20%,0.208,1.14,0.294,71.40%,2.52,3.22,-0.71,sa291703
Kevin Slowey,Twins (A+),27,12,6.75,0.75,9,0.75,20.00%,2.20%,17.80%,0.205,0.83,0.235,58.10%,3.75,3.22,0.53,9918
Kyle Devore,Rangers (A+),20,0.2,0,0,0,0,0.00%,0.00%,0.00%,0.5,4.5,0.5,33.30%,0,3.23,-3.23,sa599365
Chad Gaudin,Nationals (A+),28,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.23,-3.23,1783
Zeke Spruill,Braves (A+),21,129.2,6.39,1.6,4,0.49,17.70%,4.40%,13.30%,0.221,1.01,0.259,64.20%,3.19,3.23,-0.04,3873
Matt West,Rangers (A+),22,1,0,0,0,0,0.00%,0.00%,0.00%,0.25,1,0.25,100.00%,0,3.23,-3.23,7980
Carlos Martinez,Nationals (A+),27,3.1,0,0,0,0,0.00%,0.00%,0.00%,0.412,2.1,0.412,28.60%,13.5,3.23,10.27,sa294742
Randy Henry,Orioles (A+),21,15,6.6,1.2,5.5,0.6,17.50%,3.20%,14.30%,0.283,1.27,0.333,75.30%,3.6,3.23,0.37,sa501222
Michael Mariot,Royals (A+),22,100.1,7.18,1.88,3.81,0.63,18.80%,4.90%,13.90%,0.246,1.2,0.291,66.80%,3.41,3.23,0.18,10835
Andrew Werner,Padres (A+),24,68.1,7.24,1.71,4.23,0.13,19.10%,4.50%,14.60%,0.265,1.24,0.329,71.60%,3.03,3.23,-0.2,11783
Jacob Dunnington,Giants (A+),20,22.1,12.49,4.03,3.1,0.4,34.40%,11.10%,23.30%,0.165,1.03,0.255,70.80%,2.82,3.23,-0.41,sa549914
Jesse Simpson,Cardinals (A+),24,46.2,7.71,3.47,2.22,0.19,20.50%,9.20%,11.30%,0.229,1.24,0.291,85.30%,1.54,3.24,-1.7,sa503382
Maikel Cleto,Cardinals (A+),22,29,10.24,3.1,3.3,0.62,27.70%,8.40%,19.30%,0.187,1.03,0.25,75.30%,2.48,3.25,-0.77,5529
Matthew Montgomery,Marlins (A+),23,109,5.94,1.32,4.5,0.5,15.90%,3.50%,12.40%,0.276,1.25,0.319,70.80%,3.39,3.25,0.13,sa501634
Ryan Beckman,Pirates (A+),21,52,7.96,3.12,2.56,0.17,20.40%,8.00%,12.40%,0.219,1.19,0.279,58.60%,2.94,3.25,-0.31,sa501977
Michael Morrison,Tigers (A+),23,46.1,9.71,4.66,2.08,0.19,26.30%,12.60%,13.70%,0.16,1.08,0.223,75.60%,2.72,3.26,-0.54,sa502419
Ryan Buchter,- - -,24,53,11.21,4.25,2.64,0.51,29.30%,11.10%,18.20%,0.196,1.19,0.28,78.70%,2.89,3.26,-0.37,9456
B.J. Hermsen,Twins (A+),21,26.2,6.75,2.03,3.33,0.34,16.80%,5.00%,11.80%,0.306,1.5,0.367,69.00%,4.39,3.28,1.11,sa454729
Ryohei Tanaka,Orioles (A+),28,113.2,6.65,1.43,4.67,0.71,18.10%,3.90%,14.20%,0.265,1.2,0.31,72.40%,3.33,3.28,0.04,sa500266
Chad Jenkins,Blue Jays (A+),23,67.1,5.88,1.87,3.14,0.4,15.50%,4.90%,10.60%,0.263,1.26,0.305,64.40%,3.07,3.29,-0.21,10326
Steven Turnbull,Blue Jays (A+),24,30.2,7.34,1.76,4.17,0.59,18.50%,4.40%,14.10%,0.281,1.37,0.337,49.80%,5.28,3.29,1.99,sa501961
Matt Neil,Marlins (A+),24,10.1,8.71,1.74,5,0.87,23.80%,4.80%,19.10%,0.275,1.26,0.345,69.00%,3.48,3.29,0.19,sa599369
Anthony Huttenlocker,Athletics (A+),24,69,7.83,1.57,5,0.39,22.10%,4.40%,17.70%,0.239,1.07,0.301,81.70%,1.83,3.3,-1.47,sa502996
Greg Peavey,Mets (A+),22,59,5.95,2.29,2.6,0.15,15.20%,5.90%,9.40%,0.28,1.37,0.332,65.00%,3.97,3.3,0.66,sa392163
David Mixon,Giants (A+),26,48.2,7.77,1.11,7,0.37,21.30%,3.10%,18.30%,0.239,1.05,0.299,74.20%,2.59,3.31,-0.72,sa390259
Jorge Rondon,Cardinals (A+),23,26.2,9.11,4.39,2.08,0.34,22.90%,11.00%,11.90%,0.276,1.58,0.364,71.40%,4.05,3.31,0.74,5791
Vicente Padilla,Dodgers (A+),33,6.1,7.11,1.42,5,0,20.80%,4.20%,16.70%,0.182,0.79,0.235,83.30%,1.42,3.32,-1.89,964
Josh Lansford,Athletics (A+),26,58.1,10.49,1.7,6.18,0.62,29.30%,4.70%,24.60%,0.194,0.91,0.264,68.70%,2.78,3.33,-0.55,sa326778
A.J. Battisto,Marlins (A+),27,17,8.47,2.65,3.2,0.53,23.20%,7.30%,15.90%,0.206,1.06,0.261,79.60%,2.65,3.33,-0.68,sa390469
Josh Edgin,Mets (A+),24,35,9,3.34,2.69,0.51,24.00%,8.90%,15.10%,0.227,1.23,0.295,82.50%,2.06,3.33,-1.27,10796
Will Latimer,Red Sox (A+),25,76.2,7.16,2.35,3.05,0.59,19.90%,6.50%,13.40%,0.225,1.1,0.269,70.90%,2.93,3.35,-0.41,sa389847
Elisaul Pimentel,Royals (A+),22,133,7.11,2.1,3.39,0.68,19.10%,5.70%,13.50%,0.25,1.2,0.296,68.70%,3.59,3.35,0.24,sa456116
Roque Mercedes,Brewers (A+),24,28,8.04,3.54,2.27,0.32,22.30%,9.80%,12.50%,0.22,1.18,0.284,79.80%,2.25,3.35,-1.1,sa295235
Clayton Schrader,Orioles (A+),21,24,13.13,7.13,1.84,0.38,35.00%,19.00%,16.00%,0.1,1.13,0.159,94.00%,1.13,3.35,-2.23,sa548468
Sean Gleason,Orioles (A+),25,47.2,10.95,3.59,3.05,0.94,28.70%,9.40%,19.30%,0.208,1.2,0.275,66.00%,4.53,3.35,1.18,sa328260
Matt Hauser,Twins (A+),23,41.2,9.5,3.46,2.75,0.65,24.90%,9.00%,15.80%,0.23,1.27,0.298,84.00%,2.16,3.37,-1.21,sa548391
Jonathan Wiedenbauer,Angels (A+),23,10.1,5.23,1.74,3,0,15.80%,5.30%,10.50%,0.139,0.68,0.167,71.40%,1.74,3.37,-1.62,sa328235
Jose Contreras,Phillies (A+),39,0.2,0,0,0,0,0.00%,0.00%,0.00%,0.667,6,0.667,25.00%,40.5,3.39,37.11,1660
Blaine Boyer,Cardinals (A+),29,10.2,9.28,2.53,3.67,0.84,26.80%,7.30%,19.50%,0.158,0.84,0.192,39.50%,5.06,3.39,1.67,2237
Carlos Villanueva,Blue Jays (A+),27,1,0,0,0,0,0.00%,0.00%,0.00%,0.2,1,0.2,0.00%,0,3.39,-3.39,4138
Dustin Cameron,Phillies (A+),29,4.2,5.79,1.93,3,0,13.00%,4.40%,8.70%,0.333,1.71,0.389,33.30%,7.71,3.39,4.33,sa378377
Josh Satow,Rays (A+),25,55.2,8.89,2.26,3.93,0.81,24.40%,6.20%,18.20%,0.214,1.06,0.267,84.90%,2.26,3.39,-1.13,sa390343
Jake Jefferies,Rays (A+),23,1,0,0,0,0,0.00%,0.00%,0.00%,0,0,0,100.00%,0,3.39,-3.39,sa454447
Cory Mazzoni,Mets (A+),21,7,10.29,1.29,8,1.29,27.60%,3.50%,24.10%,0.25,1.14,0.316,60.60%,2.57,3.39,-0.82,sa455498
Shawn Griffith,Blue Jays (A+),24,5.1,5.06,3.38,1.5,0,15.00%,10.00%,5.00%,0.167,0.94,0.2,100.00%,0,3.39,-3.39,sa503221
Ricky Bowen,Twins (A+),23,40,10.8,3.6,3,0.68,27.30%,9.10%,18.20%,0.229,1.3,0.311,65.00%,3.83,3.39,0.44,sa503444
Juan Sosa,Phillies (A+),21,31,8.13,2.61,3.11,0.58,22.80%,7.30%,15.50%,0.204,1.03,0.253,62.90%,2.9,3.39,-0.49,sa503978
Leonel Bastidas,Phillies (A+),22,2,0,0,0,0,0.00%,0.00%,0.00%,0.25,1,0.25,100.00%,0,3.39,-3.39,sa504883
Tyler White,Tigers (A+),21,25.2,7.36,3.86,1.91,0,20.20%,10.60%,9.60%,0.178,1.05,0.232,66.70%,1.05,3.39,-2.34,sa549467
Michael Weldon,Mets (A+),23,1,0,0,0,0,0.00%,0.00%,0.00%,0.4,2,0.4,50.00%,0,3.39,-3.39,sa549886
Joel De La Cruz,Yankees (A+),22,3,9,3,3,0,23.10%,7.70%,15.40%,0.182,1,0.25,75.00%,3,3.39,-0.39,sa329081
Pedro Hernandez,Padres (A+),22,56.2,6.99,0.95,7.33,0.48,19.50%,2.70%,16.80%,0.236,1.02,0.283,72.50%,2.7,3.4,-0.7,4578
Tyler Skaggs,Diamondbacks (A+),19,100.2,11.18,3.04,3.68,0.54,30.30%,8.20%,22.00%,0.217,1.14,0.309,72.60%,3.22,3.4,-0.18,10190
Javier Solano,Dodgers (A+),21,44,9.2,1.84,5,0.61,23.80%,4.80%,19.10%,0.3,1.43,0.386,66.30%,4.09,3.4,0.69,sa455650
Andre Rienzo,White Sox (A+),22,116,9.16,5.12,1.79,0.31,23.10%,12.90%,10.20%,0.244,1.5,0.324,74.10%,3.41,3.43,-0.01,3507
Miguel Gonzalez,Red Sox (A+),27,5,7.2,3.6,2,0,18.20%,9.10%,9.10%,0.263,1.4,0.333,87.50%,1.8,3.43,-1.63,7024
Brett Marshall,Yankees (A+),21,140.1,7.31,3.08,2.38,0.38,19.40%,8.20%,11.20%,0.265,1.35,0.328,68.40%,3.78,3.43,0.35,5364
Adam Liberatore,Rays (A+),24,90.1,6.97,3.09,2.26,0.3,18.80%,8.30%,10.50%,0.26,1.32,0.321,74.90%,3.09,3.43,-0.34,sa549498
Eric Beaulac,Mets (A+),24,22,9.41,2.86,3.29,0.82,23.50%,7.10%,16.30%,0.308,1.59,0.394,77.60%,3.27,3.43,-0.16,sa455051
Ramon Benjamin,Marlins (A+),24,41,8.12,4.17,1.95,0.22,20.60%,10.60%,10.00%,0.226,1.34,0.289,70.10%,3.29,3.44,-0.15,sa393218
Aaron Breit,Padres (A+),25,25.2,9.82,3.16,3.11,0.35,22.40%,7.20%,15.20%,0.339,1.87,0.442,58.80%,7.01,3.44,3.57,sa326089
Dan Jensen,Reds (A+),21,6,4.5,1.5,3,0,15.00%,5.00%,10.00%,0.158,0.67,0.188,75.00%,1.5,3.45,-1.95,sa599200
Robert Bundy,Orioles (A+),21,121,7.44,2.31,3.23,0.6,20.40%,6.30%,14.10%,0.227,1.1,0.275,75.90%,2.75,3.45,-0.7,sa454969
Marcus Hatley,Cubs (A+),23,15.1,11.15,6.46,1.73,0,28.80%,16.70%,12.10%,0.189,1.37,0.294,82.60%,1.76,3.45,-1.69,sa394066
Kelvin Perez,Yankees (A+),25,14,9.64,3.21,3,0.64,21.10%,7.00%,14.10%,0.308,1.79,0.388,56.90%,6.43,3.46,2.97,sa393322
Tyler Cox,Pirates (A+),25,27.2,9.11,3.58,2.55,0.33,23.50%,9.20%,14.30%,0.173,1.05,0.227,72.80%,2.6,3.46,-0.86,sa454700
Phil Irwin,Pirates (A+),24,53.1,6.75,2.03,3.33,0.51,18.40%,5.50%,12.90%,0.233,1.11,0.277,81.30%,2.03,3.46,-1.44,9489
Rhiner Cruz,Mets (A+),24,13,12.46,4.15,3,0.69,32.70%,10.90%,21.80%,0.192,1.15,0.286,51.30%,2.77,3.47,-0.7,711
Matt Schuld,Twins (A+),23,70,5.91,2.44,2.42,0.26,15.20%,6.30%,8.90%,0.259,1.3,0.304,65.50%,3.99,3.47,0.51,sa550570
Edwar Cabrera,Rockies (A+),23,81,11.89,2.56,4.65,0.89,31.70%,6.80%,24.90%,0.248,1.25,0.352,76.00%,3.56,3.48,0.08,9211
Jordan Pratt,Tigers (A+),21,22.1,7.25,1.21,6,0.81,19.80%,3.30%,16.50%,0.241,1.07,0.284,54.10%,4.03,3.48,0.55,sa549255
Chad Bettis,Rockies (A+),22,169.2,9.76,2.39,4.09,0.53,26.70%,6.50%,20.10%,0.223,1.1,0.298,68.00%,3.34,3.48,-0.14,10587
Jeffry Antigua,Cubs (A+),21,83.1,8.75,1.94,4.5,0.97,24.20%,5.40%,18.80%,0.237,1.12,0.291,75.90%,2.92,3.5,-0.58,sa456113
Josh Romanski,Yankees (A+),24,88.1,7.03,1.53,4.6,0.71,18.60%,4.00%,14.50%,0.272,1.26,0.321,70.30%,3.16,3.5,-0.34,sa454528
Tyler Thornburg,Brewers (A+),22,68,11.12,4.37,2.55,0.66,29.80%,11.70%,18.10%,0.184,1.15,0.256,69.30%,3.57,3.51,0.07,10688
Henderson Alvarez,Blue Jays (A+),21,8.1,4.32,1.08,4,0,10.30%,2.60%,7.70%,0.306,1.44,0.344,35.70%,6.48,3.51,2.97,5669
Eduardo Figueroa,Cubs (A+),22,70.2,7.13,2.93,2.43,0.51,19.10%,7.90%,11.30%,0.244,1.26,0.295,81.50%,2.42,3.52,-1.1,sa502994
Allen Webster,Dodgers (A+),21,54,10.33,3.5,2.95,0.33,27.20%,9.20%,18.00%,0.227,1.24,0.317,77.70%,2.33,3.52,-1.19,3993
Scott Copeland,Orioles (A+),23,33.2,5.88,4.01,1.47,0,16.10%,11.00%,5.10%,0.21,1.19,0.258,81.40%,2.14,3.53,-1.39,sa549354
Carlos Silva,Yankees (A+),32,7,11.57,2.57,4.5,1.29,30.00%,6.70%,23.30%,0.286,1.43,0.389,93.00%,2.57,3.53,-0.96,973
Neil Holland,Nationals (A+),22,29.2,6.07,2.73,2.22,0.3,17.00%,7.60%,9.30%,0.189,0.98,0.224,75.20%,2.43,3.53,-1.11,sa548553
Ryan Kelly,Rangers (A+),23,82,7.02,2.52,2.78,0.66,18.80%,6.70%,12.00%,0.234,1.18,0.276,60.70%,3.95,3.53,0.42,sa328265
Jeff Ibarra,Padres (A+),23,36.2,7.12,2.21,3.22,0.25,19.60%,6.10%,13.50%,0.225,1.09,0.278,63.10%,3.93,3.54,0.39,sa502106
Angel Guzman,Cubs (A+),29,31.2,7.39,1.14,6.5,0.85,18.60%,2.90%,15.70%,0.306,1.42,0.362,63.10%,4.26,3.55,0.72,2145
Christopher Squires,Marlins (A+),23,24.2,6.93,4.01,1.73,0,16.40%,9.50%,6.90%,0.255,1.5,0.313,67.50%,3.65,3.55,0.1,sa550064
Giovanni Soto,Indians (A+),20,64,9,2.95,3.05,0.7,23.80%,7.80%,16.00%,0.232,1.2,0.297,71.40%,3.23,3.56,-0.32,sa502008
Collin Mchugh,Mets (A+),24,35.2,9.84,3.53,2.79,0.76,23.80%,8.50%,15.20%,0.315,1.71,0.411,60.60%,6.31,3.56,2.75,7531
Orlando Santos,White Sox (A+),24,48.1,8.57,4.1,2.09,0.56,21.80%,10.40%,11.40%,0.25,1.43,0.317,69.90%,4.47,3.56,0.91,sa393012
Noel Arguelles,Royals (A+),21,104,5.54,2.08,2.67,0.52,15.50%,5.80%,9.70%,0.242,1.13,0.277,73.90%,3.2,3.58,-0.38,sa536642
Joe Kelly,Cardinals (A+),23,72.2,7.68,4.21,1.82,0.12,20.30%,11.20%,9.20%,0.213,1.24,0.275,74.50%,2.6,3.6,-0.99,9761
Donnie Veal,Pirates (A+),26,19.1,8.38,2.79,3,0.47,22.00%,7.30%,14.60%,0.233,1.19,0.296,81.30%,2.79,3.6,-0.8,4741
Frank Batista,Cubs (A+),22,61,6.79,2.95,2.3,0.44,18.30%,8.00%,10.40%,0.223,1.16,0.267,79.90%,2.36,3.6,-1.24,sa506678
Jeremiah Bayer,Red Sox (A+),25,91,6.82,3.16,2.16,0.4,17.80%,8.30%,9.60%,0.248,1.3,0.299,75.60%,3.26,3.6,-0.34,sa502702
Zach Herr,Padres (A+),24,72.2,9.54,3.34,2.85,0.37,24.80%,8.70%,16.10%,0.235,1.28,0.313,70.80%,3.1,3.6,-0.51,sa463779
Dan Osterbrock,Twins (A+),24,18.1,4.42,0.98,4.5,0.49,11.50%,2.60%,9.00%,0.253,1.15,0.277,72.80%,2.95,3.61,-0.66,sa454742
Jordan Whatcott,Phillies (A+),26,60.2,6.97,2.82,2.47,0.45,18.60%,7.50%,11.10%,0.27,1.34,0.328,82.90%,2.67,3.62,-0.95,sa502742
Addison Proszek,Giants (A+),24,9.1,8.68,4.82,1.8,0,23.10%,12.80%,10.30%,0.206,1.29,0.28,41.70%,6.75,3.63,3.12,sa503251
Nick Haughian,Orioles (A+),24,135,6.8,2.67,2.55,0.6,18.30%,7.20%,11.10%,0.263,1.29,0.313,70.70%,3.67,3.63,0.04,sa454997
Justin Marks,Royals (A+),23,144.2,8.71,3.05,2.86,0.87,22.90%,8.00%,14.90%,0.257,1.33,0.32,73.70%,3.98,3.63,0.35,10265
Julio Rodriguez,Phillies (A+),20,156.2,9.65,3.22,3,0.75,26.90%,9.00%,18.00%,0.184,1.01,0.238,79.80%,2.76,3.64,-0.89,sa454988
T.J. Mcfarland,Indians (A+),22,12,9,0.75,12,1.5,25.00%,2.10%,22.90%,0.192,0.83,0.212,69.40%,2.25,3.65,-1.4,3237
Daniel Calhoun,Cardinals (A+),24,57.2,6.09,2.34,2.6,0.47,16.30%,6.30%,10.00%,0.27,1.3,0.317,74.50%,3.28,3.65,-0.37,sa502427
Trevor Holder,Nationals (A+),24,87.1,5.26,0.93,5.67,0.72,13.80%,2.40%,11.40%,0.3,1.32,0.336,55.30%,5.77,3.65,2.12,sa455101
Matt Tomshaw,Twins (A+),22,26.1,4.1,1.37,3,0.34,11.10%,3.70%,7.40%,0.245,1.1,0.27,77.70%,2.05,3.65,-1.6,sa598974
Jeffrey Inman,Pirates (A+),23,33,4.36,1.36,3.2,0.55,12.10%,3.80%,8.30%,0.221,1,0.239,69.50%,2.18,3.66,-1.48,sa328057
Jairo Heredia,Yankees (A+),21,68.1,8.96,2.11,4.25,1.05,24.60%,5.80%,18.80%,0.232,1.11,0.284,77.50%,3.29,3.67,-0.37,sa392471
Yeliar Castro,Braves (A+),23,4.1,16.62,12.46,1.33,0,34.80%,26.10%,8.70%,0.235,2.31,0.444,40.00%,10.38,3.69,6.69,sa295127
Zac Rosscup,Cubs (A+),23,49.2,9.06,3.44,2.63,0.72,23.70%,9.00%,14.70%,0.226,1.25,0.287,80.50%,2.54,3.69,-1.15,9419
Nathan Baker,Pirates (A+),23,148.1,6.37,3.09,2.06,0.36,16.10%,7.80%,8.30%,0.255,1.36,0.302,64.50%,3.34,3.69,-0.36,sa501452
Aaron Kurcz,Cubs (A+),20,82.1,9.95,3.72,2.68,0.66,26.30%,9.80%,16.50%,0.221,1.23,0.296,74.80%,3.28,3.69,-0.41,sa549903
Eric Fornataro,Cardinals (A+),23,144.2,7.22,3.17,2.27,0.44,18.30%,8.00%,10.20%,0.262,1.39,0.318,71.20%,3.67,3.7,-0.03,7042
Blaine Sims,Braves (A+),22,83.2,5.59,3.23,1.73,0.32,14.70%,8.50%,6.20%,0.273,1.4,0.318,67.90%,3.66,3.71,-0.05,sa558070
Taylor Sinclair,Diamondbacks (A+),25,59,10.07,2.9,3.47,0.61,26.50%,7.60%,18.90%,0.247,1.27,0.331,81.50%,2.59,3.71,-1.12,sa462392
Jacob Pettit,Orioles (A+),24,55.2,6.63,2.43,2.73,0.65,18.80%,6.90%,11.90%,0.211,1.02,0.247,88.50%,1.62,3.71,-2.1,sa550144
Miguel Mendez,Pirates (A+),23,3,3,3,1,0,8.30%,8.30%,0.00%,0.182,1,0.2,0.00%,9,3.72,5.28,sa455752
Zachary Nuding,Yankees (A+),21,3,3,3,1,0,8.30%,8.30%,0.00%,0.273,1.33,0.3,100.00%,0,3.72,-3.72,sa503167
Hamilton Bennett,Mets (A+),23,3,3,0,1,0,7.70%,0.00%,7.70%,0.333,1.33,0.364,80.00%,3,3.72,-0.72,sa549296
Scott Moviel,Mets (A+),23,125.1,4.74,2.44,1.94,0.22,11.40%,5.90%,5.50%,0.332,1.68,0.375,63.40%,5.1,3.72,1.37,sa389214
Richard Castillo,Cardinals (A+),21,59.2,7.09,3.32,2.14,0.45,18.40%,8.60%,9.80%,0.27,1.41,0.328,74.90%,3.62,3.72,-0.1,sa454225
Mitch Lively,Giants (A+),25,49.1,9.49,3.28,2.89,0.55,26.50%,9.20%,17.40%,0.185,1.03,0.244,81.20%,1.46,3.72,-2.26,sa390254
Chien-Ming Wang,Nationals (A+),31,4,4.5,4.5,1,0,15.40%,15.40%,0.00%,0.091,0.75,0.111,100.00%,0,3.73,-3.73,2074
Brian Matusz,Orioles (A+),24,4,4.5,4.5,1,0,12.50%,12.50%,0.00%,0.143,1,0.167,75.00%,2.25,3.73,-1.48,2646
J.D. Reichenbach,Indians (A+),23,6,4.5,3,1.5,0,15.80%,10.50%,5.30%,0,0.33,0,100.00%,0,3.73,-3.73,sa328119
Ryan Weber,Braves (A+),20,6,4.5,4.5,1,0,11.50%,11.50%,0.00%,0.261,1.5,0.3,77.80%,3,3.73,-0.73,sa455204
Dakota Watts,Twins (A+),23,29.1,6.44,3.68,1.75,0.31,17.20%,9.80%,7.40%,0.248,1.33,0.299,70.00%,3.99,3.73,0.26,sa501935
Jake Petricka,White Sox (A+),23,67.2,6.12,3.46,1.77,0.4,15.20%,8.60%,6.60%,0.259,1.43,0.302,63.70%,4.39,3.73,0.66,10534
Yonata Ortega,Diamondbacks (A+),24,39.1,13.27,4.81,2.76,0.69,33.00%,11.90%,21.00%,0.242,1.47,0.37,60.90%,4.81,3.74,1.06,sa393194
Tim Melville,Royals (A+),21,135.1,7.18,3.52,2.04,0.47,17.80%,8.80%,9.10%,0.281,1.51,0.34,69.50%,4.32,3.75,0.58,sa454515
Travis Turek,Indians (A+),23,22.2,6.75,3.97,1.7,0.4,17.50%,10.30%,7.20%,0.256,1.41,0.309,76.00%,3.57,3.76,-0.18,sa386098
Marcos Frias,Nationals (A+),22,75.1,8,3.35,2.39,0.72,21.80%,9.10%,12.70%,0.203,1.12,0.246,81.70%,2.63,3.76,-1.13,sa456446
