Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,playerid
Ryan Mount,Angels (AA),24,188,10.10%,20.70%,0.49,0.329,0.401,0.509,0.91,0.18,6.6,0.397,1.7,34,9.8,0.397,141,sa295152
Blake Tekotte,Padres (AA),24,498,13.50%,21.90%,0.61,0.285,0.393,0.498,0.891,0.213,6.2,0.344,1.5,89,25.5,0.396,140,8810
Brian Dozier,Twins (AA),24,351,8.00%,13.10%,0.61,0.318,0.384,0.502,0.885,0.183,7.1,0.357,-0.8,61,18.8,0.395,145,9810
Chih-Hsien Chiang,- - -,23,499,6.20%,18.20%,0.34,0.302,0.361,0.537,0.897,0.235,5.4,0.341,-0.3,86,25.5,0.394,143,sa328920
Denis Phipps,Reds (AA),25,338,8.00%,24.60%,0.33,0.328,0.382,0.502,0.883,0.174,6.7,0.425,-0.4,57,15.7,0.394,138,6968
Neftali Soto,Reds (AA),22,414,6.00%,23.20%,0.26,0.272,0.329,0.575,0.904,0.303,3.8,0.286,-0.3,70,19.2,0.393,138,5663
Matt Adams,Cardinals (AA),22,513,7.80%,17.50%,0.44,0.3,0.357,0.566,0.923,0.266,2.7,0.308,-0.7,91,24.9,0.393,138,9393
Rebel Ridling,Cubs (AA),25,485,8.90%,18.40%,0.48,0.309,0.372,0.515,0.887,0.206,3.5,0.347,0.4,82,22.3,0.393,138,sa454798
Ben Theriot,Royals (AA),23,145,9.70%,19.30%,0.5,0.303,0.377,0.516,0.893,0.213,1.7,0.356,-0.1,26,7,0.392,137,sa501557
Mario Lisson,Royals (AA),27,328,9.50%,24.70%,0.38,0.293,0.372,0.527,0.898,0.233,5.8,0.362,1.9,58,15.7,0.392,137,sa202240
Joe Benson,Twins (AA),23,472,11.90%,23.10%,0.51,0.285,0.388,0.495,0.883,0.21,5.6,0.353,-1.2,81,24.3,0.392,143,2845
DJ Lemahieu,Cubs (AA),22,202,5.40%,10.90%,0.5,0.358,0.386,0.492,0.878,0.134,5.2,0.389,-0.4,34,9,0.391,136,9874
Archie Gilbert,Nationals (AA),27,366,7.40%,9.60%,0.77,0.313,0.382,0.491,0.873,0.178,5.5,0.321,3.5,62,18.4,0.39,142,sa295116
Tim Wheeler,Rockies (AA),23,637,9.30%,22.30%,0.42,0.287,0.365,0.535,0.9,0.248,6.2,0.329,-1.5,111,29.2,0.39,136,sa500746
Bronson Sardinha,Rockies (AA),28,321,13.40%,15.60%,0.86,0.302,0.399,0.469,0.868,0.167,3.7,0.338,-0.6,56,14.6,0.389,136,3585
Tyler Kuhn,White Sox (AA),24,470,8.30%,13.60%,0.61,0.341,0.401,0.464,0.865,0.123,6.8,0.395,1.3,78,20.1,0.389,135,sa455308
Daniel Mayora,Rays (AA),25,312,9.90%,17.30%,0.57,0.305,0.388,0.482,0.869,0.176,6.1,0.357,-0.1,51,13.3,0.389,135,sa291160
Tommy Pham,Cardinals (AA),23,166,10.80%,24.10%,0.45,0.294,0.372,0.517,0.889,0.224,6.6,0.37,-0.8,29,7.4,0.388,135,2967
Alex Hassan,Red Sox (AA),23,545,13.90%,14.50%,0.96,0.291,0.404,0.456,0.86,0.165,4,0.326,0.7,92,26.4,0.388,141,9959
Charlie Cutler,Cardinals (AA),24,232,9.10%,12.10%,0.75,0.333,0.398,0.475,0.874,0.142,3.9,0.362,-0.2,40,10.4,0.388,135,sa454748
Allan Dykstra,Mets (AA),24,475,14.50%,27.60%,0.53,0.267,0.389,0.474,0.864,0.208,2.3,0.348,-0.3,80,22.8,0.388,140,sa454379
Ben Guez,Tigers (AA),24,146,8.90%,15.10%,0.59,0.299,0.372,0.504,0.876,0.205,5.4,0.33,-2.1,24,6.9,0.387,140,sa454544
Adam Eaton,Diamondbacks (AA),22,255,11.80%,13.70%,0.86,0.302,0.409,0.429,0.838,0.127,6.3,0.345,-0.4,42,10.3,0.386,133,11205
Beau Mills,Indians (AA),24,258,8.50%,14.30%,0.59,0.3,0.358,0.522,0.88,0.222,2.3,0.312,0,43,12.1,0.386,139,sa388399
Paulo Orlando,Royals (AA),25,187,7.00%,18.70%,0.37,0.305,0.362,0.527,0.889,0.222,7.6,0.362,-0.3,32,7.9,0.385,133,sa322953
Starling Marte,Pirates (AA),22,572,3.80%,17.50%,0.22,0.332,0.37,0.5,0.87,0.168,6.9,0.39,-0.3,95,26.2,0.385,138,9241
Jermaine Curtis,Cardinals (AA),23,329,11.60%,9.40%,1.23,0.315,0.414,0.435,0.848,0.12,2.9,0.34,-0.3,56,13.7,0.385,133,7765
Travis Denker,Dodgers (AA),25,273,12.80%,16.50%,0.78,0.288,0.381,0.481,0.862,0.193,3.9,0.315,0.9,44,10.5,0.384,132,6155
Ryan Lavarnway,Red Sox (AA),23,239,10.50%,19.70%,0.53,0.284,0.36,0.51,0.869,0.226,1.4,0.298,0,39,10.7,0.383,137,8879
Alfredo Silverio,Dodgers (AA),24,572,5.20%,15.90%,0.33,0.306,0.34,0.542,0.883,0.236,6.4,0.34,-2.7,92,21.8,0.383,131,sa392355
Christian Marrero,White Sox (AA),24,494,12.30%,14.00%,0.88,0.29,0.383,0.474,0.857,0.183,6.3,0.32,0.6,79,18.7,0.383,131,sa326115
Zelous Wheeler,Brewers (AA),24,268,11.20%,18.30%,0.61,0.272,0.377,0.465,0.842,0.193,4.6,0.314,1.6,43,10,0.382,131,8822
Matt Mcbride,- - -,26,364,8.20%,12.90%,0.64,0.294,0.355,0.514,0.869,0.22,5.4,0.307,0.5,59,15.7,0.382,136,9373
Will Middlebrooks,Red Sox (AA),22,397,5.30%,23.90%,0.22,0.302,0.345,0.52,0.865,0.218,4.7,0.363,1.3,65,17.2,0.382,136,7002
Jimmy Van Ostrand,Astros (AA),26,393,10.90%,13.20%,0.83,0.306,0.382,0.477,0.859,0.171,2.9,0.332,-1,66,15.2,0.381,130,sa327047
Tim Fedroff,Indians (AA),24,300,9.00%,13.00%,0.69,0.338,0.399,0.447,0.846,0.109,5.8,0.388,-0.8,48,12.6,0.38,135,sa454958
Hector Gimenez,Dodgers (AA),28,260,8.80%,17.70%,0.5,0.286,0.346,0.519,0.866,0.234,2.2,0.307,0.1,41,9.2,0.38,129,2172
Kyle Seager,Mariners (AA),23,299,8.70%,12.70%,0.68,0.312,0.381,0.459,0.84,0.147,4.2,0.35,-0.4,47,10.5,0.379,129,9785
Steven Hill,Cardinals (AA),26,144,6.90%,24.30%,0.29,0.282,0.326,0.573,0.899,0.29,3.1,0.295,0.1,24,5.4,0.379,129,8211
Seth Loman,White Sox (AA),25,497,8.90%,24.50%,0.36,0.274,0.372,0.464,0.836,0.19,2.8,0.34,0.9,78,16.8,0.378,128,sa326152
Ben Lasater,Marlins (AA),27,392,7.90%,22.70%,0.35,0.296,0.363,0.483,0.846,0.187,3,0.363,-1.9,61,13.2,0.378,128,sa389264
Tim Smith,Royals (AA),25,264,7.20%,14.00%,0.51,0.307,0.361,0.504,0.865,0.197,5.7,0.325,0.6,43,9,0.375,127,sa390330
Dusty Ryan,Mets (AA),26,135,8.90%,31.10%,0.29,0.265,0.351,0.496,0.846,0.231,4.1,0.366,0,21,5.1,0.375,132,2312
Quintin Berry,Reds (AA),26,378,13.80%,22.00%,0.63,0.297,0.399,0.409,0.808,0.113,7,0.384,5.3,58,11.8,0.375,126,9414
Cody Overbeck,Phillies (AA),25,257,7.40%,22.60%,0.33,0.275,0.331,0.532,0.863,0.258,3,0.288,-2.3,40,9.7,0.374,131,sa454914
Kyeong Kang,Rays (AA),23,384,13.80%,22.10%,0.62,0.263,0.384,0.437,0.821,0.174,5.5,0.323,0.1,59,11.9,0.374,125,sa327822
Yasmani Grandal,Reds (AA),22,172,7.60%,22.70%,0.33,0.301,0.36,0.474,0.835,0.173,1.7,0.377,-0.3,26,5.1,0.373,124,11368
Justin Henry,Tigers (AA),26,447,13.90%,11.60%,1.19,0.309,0.41,0.404,0.814,0.096,6.2,0.356,0.8,69,15.8,0.372,130,sa390269
Damon Sublett,Yankees (AA),25,218,15.10%,25.20%,0.6,0.28,0.389,0.434,0.823,0.154,4.9,0.389,0.2,34,7.7,0.372,130,sa389777
Yangervis Solarte,Twins (AA),23,497,4.80%,7.60%,0.63,0.329,0.367,0.466,0.834,0.137,4,0.346,-0.8,77,17.5,0.372,130,5352
Mike Zuanich,Rockies (AA),24,102,8.80%,22.50%,0.39,0.261,0.353,0.5,0.853,0.239,3.2,0.283,-0.3,16,3.1,0.371,124,sa454907
Kyle Russell,Dodgers (AA),25,447,10.10%,32.20%,0.31,0.259,0.342,0.497,0.84,0.239,5.5,0.356,0.8,67,12.8,0.371,123,sa454496
Steve Lombardozzi,Nationals (AA),22,291,6.20%,13.10%,0.47,0.313,0.369,0.458,0.827,0.145,7.9,0.353,1.9,45,10.2,0.371,129,5422
Deik Scram,Tigers (AA),27,258,15.10%,26.40%,0.57,0.258,0.377,0.451,0.828,0.192,6.2,0.343,0.1,40,9,0.371,129,sa328033
Brett Jackson,Cubs (AA),22,297,15.20%,24.90%,0.61,0.256,0.373,0.443,0.816,0.187,6.6,0.323,0.4,45,8.3,0.371,123,9632
Reese Havens,Mets (AA),24,242,11.20%,24.40%,0.46,0.289,0.372,0.455,0.827,0.166,4.7,0.372,0.4,37,8.3,0.37,129,sa454377
Alex Romero,Marlins (AA),27,404,8.20%,9.40%,0.87,0.303,0.377,0.439,0.816,0.136,5.1,0.321,0.6,60,11,0.37,122,3129
Antoan Richardson,Braves (AA),27,354,16.90%,18.90%,0.9,0.282,0.429,0.326,0.755,0.044,5.3,0.369,1.5,53,9.6,0.37,122,209
Jim Adduci,Cubs (AA),26,267,9.70%,12.40%,0.79,0.308,0.379,0.43,0.809,0.122,7.2,0.345,2.6,40,7.1,0.369,122,6448
Derek Norris,Nationals (AA),22,423,18.20%,27.70%,0.66,0.21,0.367,0.446,0.813,0.237,5.7,0.251,0.9,64,13.8,0.368,127,6867
Nevin Ashley,Rays (AA),26,332,10.80%,19.90%,0.55,0.28,0.387,0.412,0.799,0.133,3.2,0.344,-0.7,49,8.6,0.368,121,sa326761
Joe Mahoney,Orioles (AA),24,355,7.00%,23.70%,0.3,0.289,0.344,0.502,0.845,0.213,6.3,0.349,0.5,54,11.6,0.368,127,8179
Jake Goebbert,Astros (AA),23,304,7.20%,15.50%,0.47,0.305,0.368,0.456,0.823,0.151,4.1,0.351,-1.6,47,8.3,0.367,121,9431
Mike Costanzo,Reds (AA),27,291,11.30%,23.40%,0.49,0.271,0.351,0.475,0.825,0.204,5.2,0.335,-0.7,43,7.2,0.367,120,3533
Roberto Lopez,Angels (AA),25,376,8.50%,15.70%,0.54,0.275,0.353,0.48,0.833,0.205,2.4,0.302,-1.6,58,10,0.366,121,sa454598
Tyler Moore,Nationals (AA),24,561,5.30%,24.80%,0.22,0.27,0.314,0.532,0.846,0.262,3.9,0.307,0.3,85,17.5,0.366,126,7244
Scott Savastano,Mariners (AA),25,428,10.50%,14.50%,0.73,0.282,0.361,0.444,0.805,0.163,3.2,0.312,0,62,9.9,0.365,119,sa389423
Steve Clevenger,Cubs (AA),25,351,10.00%,11.10%,0.9,0.295,0.363,0.449,0.812,0.154,3.8,0.321,0.4,51,8,0.364,119,9542
Anthony Seratelli,Royals (AA),28,523,14.30%,17.60%,0.82,0.282,0.392,0.398,0.79,0.116,7.9,0.339,4.4,80,12.9,0.364,119,sa378376
Jordany Valdespin,Mets (AA),23,441,4.80%,15.40%,0.31,0.297,0.341,0.483,0.824,0.186,6.8,0.325,0.7,66,12.9,0.364,124,5098
James Cesario,Rockies (AA),25,287,6.60%,15.30%,0.43,0.317,0.384,0.421,0.804,0.103,4.5,0.367,0.1,44,7,0.364,119,sa462937
Stephen Vogt,Rays (AA),26,427,7.00%,11.90%,0.59,0.301,0.344,0.487,0.831,0.187,4.9,0.31,0.2,62,9.6,0.364,118,5000
Ryan Wheeler,Diamondbacks (AA),22,531,8.50%,19.20%,0.44,0.292,0.356,0.463,0.818,0.171,3,0.341,-0.8,77,11.9,0.364,118,9312
Dan Nelson,Braves (AA),27,231,10.00%,13.40%,0.74,0.314,0.387,0.397,0.784,0.083,4.6,0.364,0.1,33,5.1,0.363,118,sa254036
Michael Spina,Athletics (AA),24,568,12.30%,19.40%,0.64,0.282,0.38,0.422,0.803,0.141,3.1,0.342,-0.2,86,13.6,0.363,119,sa501624
Eric Duncan,Cardinals (AA),26,385,6.50%,20.30%,0.32,0.274,0.322,0.527,0.849,0.254,4.2,0.288,0,59,9.2,0.363,119,sa243993
Carlos Sosa,Padres (AA),28,104,8.70%,21.20%,0.41,0.312,0.375,0.43,0.805,0.118,3.9,0.386,0.3,16,2.5,0.363,119,sa606586
Jonathan Greene,Rangers (AA),25,540,5.60%,29.80%,0.19,0.292,0.354,0.462,0.816,0.17,3.3,0.397,-0.2,82,12.8,0.363,119,sa389860
Henry Rodriguez,Reds (AA),21,312,8.00%,13.80%,0.58,0.302,0.367,0.432,0.799,0.129,5.9,0.342,2.5,45,6.8,0.363,118,7983
L.J. Hoes,Orioles (AA),21,394,10.90%,14.20%,0.77,0.307,0.381,0.414,0.796,0.107,4.5,0.35,0.2,58,11.1,0.363,124,6656
Sawyer Carroll,Padres (AA),25,525,11.60%,18.50%,0.63,0.267,0.352,0.463,0.816,0.196,5.9,0.303,1,79,11.9,0.362,118,sa390596
A.J. Pollock,Diamondbacks (AA),23,608,7.20%,14.10%,0.51,0.309,0.359,0.445,0.805,0.136,7.5,0.348,4.5,86,12.1,0.361,116,9256
Brad Coon,Dodgers (AA),28,253,17.80%,15.00%,1.18,0.262,0.401,0.366,0.767,0.104,6.8,0.319,1.5,36,5,0.361,116,sa291705
Griff Erickson,Dodgers (AA),23,157,7.00%,14.00%,0.5,0.275,0.329,0.479,0.808,0.204,2.7,0.281,0.3,22,3,0.359,115,sa327827
Lars Davis,Rockies (AA),25,181,13.80%,20.40%,0.68,0.255,0.38,0.403,0.783,0.148,2,0.302,-1.5,27,3.7,0.359,116,sa390233
Kyle Blanks,Padres (AA),24,201,8.50%,20.40%,0.41,0.282,0.353,0.475,0.828,0.192,7.4,0.341,0.5,30,4.1,0.359,116,49
Paul Gran,Marlins (AA),25,344,9.60%,22.10%,0.43,0.26,0.36,0.428,0.788,0.168,7,0.329,1.6,48,6.2,0.358,115,sa454768
Chris Parmelee,Twins (AA),23,610,11.10%,15.40%,0.72,0.287,0.366,0.436,0.801,0.149,3,0.322,-0.5,88,15.1,0.358,121,2554
Jordy Mercer,Pirates (AA),24,301,7.60%,11.60%,0.66,0.268,0.329,0.487,0.816,0.219,4.6,0.26,-0.1,43,7.4,0.358,121,6547
Raul Reyes,Mets (AA),24,400,5.80%,23.30%,0.25,0.292,0.339,0.466,0.805,0.174,4.9,0.361,-0.5,58,9.7,0.358,120,sa328741
Cole Figueroa,Rays (AA),24,488,11.30%,8.40%,1.34,0.283,0.375,0.398,0.773,0.115,5.9,0.302,0,68,8.4,0.357,114,8790
Adam Heether,Athletics (AA),29,436,10.30%,16.50%,0.63,0.255,0.367,0.419,0.786,0.164,4.2,0.282,0.5,64,8.2,0.357,115,sa226130
Luis Jimenez,Angels (AA),23,541,5.00%,13.30%,0.38,0.29,0.335,0.486,0.821,0.196,4.5,0.303,0,79,10.1,0.357,115,6341
Blake Lalli,Cubs (AA),28,393,9.90%,15.00%,0.66,0.287,0.359,0.433,0.791,0.146,1.5,0.32,0.2,55,6.6,0.357,114,9246
Tommy Mendonca,Rangers (AA),23,556,6.30%,28.80%,0.22,0.278,0.335,0.492,0.827,0.214,3,0.355,-0.7,81,10.2,0.357,114,sa500821
Tommy Field,Rockies (AA),24,544,9.70%,19.90%,0.49,0.271,0.357,0.439,0.795,0.167,5,0.316,-0.3,80,9.8,0.356,114,6262
Jose Garcia,Cardinals (AA),23,355,6.80%,16.10%,0.42,0.318,0.374,0.412,0.786,0.094,4.9,0.372,0.4,52,6.4,0.356,114,sa392832
David Cook,Reds (AA),29,361,13.60%,24.90%,0.54,0.256,0.366,0.409,0.775,0.153,3.8,0.338,0.1,50,5.8,0.356,113,sa225722
Jaff Decker,Padres (AA),21,613,16.80%,23.70%,0.71,0.236,0.373,0.417,0.79,0.181,5.1,0.291,0.4,89,10.9,0.356,114,7945
Jamie Romak,Royals (AA),25,505,10.90%,17.40%,0.63,0.251,0.343,0.46,0.803,0.21,3.9,0.264,0.5,74,8.9,0.356,114,5552
Jeremy Hazelbaker,Red Sox (AA),23,405,10.40%,25.90%,0.4,0.266,0.35,0.435,0.785,0.169,7.5,0.346,3.6,57,8.9,0.355,118,sa501446
Mark Wagner,Red Sox (AA),27,147,6.10%,19.00%,0.32,0.259,0.306,0.511,0.817,0.252,5.9,0.282,0.2,21,3.2,0.355,118,sa294138
Eric Campbell,Reds (AA),25,281,6.40%,16.00%,0.4,0.265,0.327,0.467,0.794,0.202,2,0.284,-1.2,39,4.2,0.355,112,sa253853
Chris Herrmann,Twins (AA),23,406,15.80%,16.70%,0.94,0.258,0.38,0.392,0.771,0.134,6,0.305,0.5,57,8.8,0.354,118,9284
Jeff Fiorentino,- - -,28,118,13.60%,17.80%,0.76,0.245,0.353,0.429,0.782,0.184,7,0.28,0.6,16,2.2,0.354,116,8024
Matt Wallach,Dodgers (AA),25,245,15.50%,12.20%,1.27,0.246,0.394,0.353,0.747,0.107,3.5,0.27,0.8,33,3.5,0.354,112,sa389937
Dean Anna,Padres (AA),24,246,16.70%,7.70%,2.16,0.253,0.385,0.384,0.769,0.131,5.5,0.268,0.4,35,3.9,0.354,112,8353
Steve Parker,Athletics (AA),23,576,12.00%,18.60%,0.64,0.286,0.373,0.413,0.786,0.127,2.6,0.345,-0.6,83,9.1,0.353,112,sa501459
Mike Spidale,Phillies (AA),29,541,5.20%,9.40%,0.55,0.326,0.375,0.401,0.776,0.075,5,0.355,-0.5,76,11.3,0.353,117,sa199288
Jim Negrych,Marlins (AA),26,458,9.80%,11.40%,0.87,0.304,0.37,0.402,0.772,0.098,4.1,0.333,-0.5,62,6.3,0.353,111,sa326763
Tim Pahuta,Nationals (AA),28,269,7.40%,27.90%,0.27,0.26,0.312,0.496,0.808,0.236,2.6,0.308,-0.3,38,5.5,0.353,117,sa293089
Ed Lucas,Braves (AA),29,181,8.30%,21.00%,0.39,0.27,0.344,0.44,0.785,0.17,2.6,0.31,0.1,25,2.4,0.353,111,7532
Zack Cox,Cardinals (AA),22,389,7.50%,17.70%,0.42,0.293,0.355,0.432,0.787,0.139,2,0.338,-0.7,56,5.8,0.352,112,sa455436
Marwin Gonzalez,Cubs (AA),22,239,7.10%,11.30%,0.63,0.301,0.359,0.421,0.78,0.12,4.3,0.335,0.1,32,3.1,0.352,111,5497
Jedd Gyorko,Padres (AA),22,265,9.80%,18.90%,0.52,0.288,0.358,0.428,0.786,0.14,3.1,0.337,0,38,3.9,0.352,112,10816
Brandon Wikoff,Astros (AA),23,386,12.20%,8.50%,1.42,0.308,0.398,0.353,0.751,0.045,2.6,0.334,-0.7,55,5.7,0.352,111,sa501476
Kody Hinze,Astros (AA),23,226,10.60%,20.40%,0.52,0.281,0.358,0.422,0.781,0.141,1.4,0.331,-0.6,32,3.3,0.352,111,sa455593
Sean Halton,Brewers (AA),24,482,6.60%,17.20%,0.39,0.298,0.346,0.44,0.786,0.141,3.8,0.348,1,65,6.1,0.352,110,9853
Scott Beerer,Rockies (AA),28,353,4.50%,12.20%,0.37,0.29,0.335,0.463,0.799,0.174,5.4,0.3,1.2,50,5,0.351,111,sa226486
Marc Krauss,Diamondbacks (AA),23,504,12.70%,24.40%,0.52,0.242,0.34,0.439,0.779,0.196,4.9,0.299,-0.4,68,6,0.351,110,7577
Jaime Pedroza,Dodgers (AA),24,319,12.50%,23.80%,0.53,0.25,0.358,0.399,0.757,0.149,5.1,0.328,-0.6,43,3.7,0.35,109,sa389397
Bryan Pounds,Tigers (AA),25,379,10.80%,21.40%,0.51,0.273,0.364,0.402,0.766,0.129,3,0.344,-1.7,52,6.9,0.35,115,sa455338
Cody Decker,Padres (AA),24,190,5.80%,31.10%,0.19,0.237,0.289,0.525,0.815,0.288,4.3,0.276,-0.5,27,2.4,0.35,110,sa502081
Matt Spencer,Cubs (AA),25,359,8.10%,20.90%,0.39,0.258,0.331,0.457,0.788,0.199,4.6,0.298,0.1,48,4,0.35,109,sa390327
Jamie Johnson,Tigers (AA),24,632,13.30%,14.60%,0.91,0.275,0.376,0.378,0.754,0.103,5.2,0.322,-2.3,86,10.9,0.349,114,sa501504
Moises Sierra,Blue Jays (AA),22,551,7.10%,16.90%,0.42,0.277,0.342,0.436,0.778,0.16,5.1,0.307,-2.7,75,9.4,0.349,114,6050
Jose Julio Ruiz,Rangers (AA),26,445,9.00%,15.10%,0.6,0.275,0.344,0.443,0.787,0.169,3.6,0.301,-0.3,62,5.2,0.348,109,sa523975
Mike Mcdade,Blue Jays (AA),22,524,5.30%,19.80%,0.27,0.281,0.328,0.457,0.785,0.176,2,0.326,-0.5,72,8.9,0.348,114,sa389194
Brandon Barnes,Astros (AA),25,224,6.30%,18.80%,0.33,0.286,0.335,0.453,0.788,0.167,3.4,0.327,-0.5,31,2.6,0.348,109,629
Chris Swauger,Cardinals (AA),24,392,6.10%,17.10%,0.36,0.296,0.343,0.442,0.785,0.146,3.5,0.333,-1.4,55,4.6,0.348,109,sa455020
Jon Gilmore,White Sox (AA),22,205,8.80%,15.60%,0.56,0.283,0.351,0.417,0.768,0.133,2,0.322,0.1,27,2,0.348,108,sa389913
Matt Cusick,Angels (AA),25,248,16.10%,11.30%,1.43,0.261,0.381,0.362,0.743,0.101,3.9,0.286,-0.7,34,2.7,0.348,109,sa389746
Corban Joseph,Yankees (AA),22,564,10.50%,18.40%,0.57,0.277,0.353,0.415,0.768,0.138,5.2,0.339,-0.6,77,9.2,0.348,114,5503
Anthony Gose,Blue Jays (AA),20,587,10.60%,26.20%,0.4,0.253,0.349,0.415,0.763,0.161,8.6,0.332,7.4,80,9.5,0.348,114,5097
Daniel Robertson,Padres (AA),25,508,10.80%,10.00%,1.08,0.283,0.37,0.393,0.762,0.11,7.2,0.309,0.8,71,5.5,0.347,108,6266
Rich Poythress,Mariners (AA),23,511,9.80%,16.00%,0.61,0.267,0.347,0.416,0.763,0.149,2.9,0.303,-0.6,67,4.6,0.347,107,sa500800
Andrew Lambo,Pirates (AA),22,286,9.10%,20.60%,0.44,0.274,0.345,0.437,0.782,0.163,3.1,0.324,-0.5,39,4.5,0.347,113,5386
Elian Herrera,Dodgers (AA),26,449,12.90%,22.90%,0.56,0.278,0.37,0.378,0.749,0.101,7.8,0.367,2.2,59,4,0.347,107,5432
