Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Ryan Dennick,Reds (AA),27,0.1,27,0,1,0,33.30%,0.00%,33.30%,0.667,6,1,100.00%,0,-2.81,2.81,9261
Tyler Waldron,Pirates (AA),25,1,27,0,3,0,100.00%,0.00%,100.00%,0,0,0,100.00%,0,-2.65,2.65,sa545242
Jeremy Barfield,Athletics (AA),25,1.2,21.6,0,4,0,57.10%,0.00%,57.10%,0.143,0.6,0.333,100.00%,0,-1.68,1.68,sa327073
Troy Patton,Padres (AA),28,2,18,0,4,0,50.00%,0.00%,50.00%,0.25,1,0.5,100.00%,0,-0.88,0.88,8368
Josh Martin,Indians (AA),24,2,18,0,4,0,66.70%,0.00%,66.70%,0,0,0,100.00%,0,-0.65,0.65,sa599246
Jeremy Hellickson,Rays (AA),27,6,16.5,0,11,0,50.00%,0.00%,50.00%,0.227,0.83,0.455,80.00%,1.5,-0.48,1.98,4371
Nicholas Rumbelow,Yankees (AA),22,7.1,18.41,1.23,15,0,53.60%,3.60%,50.00%,0.148,0.68,0.333,20.00%,3.68,-0.33,4.01,sa709547
Taijuan Walker,Mariners (AA),21,5,18,1.8,10,0,52.60%,5.30%,47.40%,0.167,0.8,0.375,100.00%,0,-0.21,0.21,11836
Tyler Lyons,Cardinals (AA),26,2,13.5,0,3,0,33.30%,0.00%,33.30%,0.333,1.5,0.5,66.70%,4.5,0.12,4.38,11334
Ken Giles,Phillies (AA),23,15,17.4,3,5.8,0,50.90%,8.80%,42.10%,0.154,0.87,0.348,76.90%,1.2,0.49,0.71,12910
A.J. Achter,Twins (AA),25,6.2,14.85,1.35,11,0,47.80%,4.40%,43.50%,0.136,0.6,0.273,100.00%,0,0.5,-0.5,11387
Dario Alvarez,Mets (AA),25,5.2,14.29,0,9,0,42.90%,0.00%,42.90%,0.2,0.71,0.364,100.00%,0,0.71,-0.71,14239
Mike Morin,Angels (AA),23,5,10.8,0,6,0,35.30%,0.00%,35.30%,0.177,0.6,0.273,100.00%,0,0.72,-0.72,13442
Jon Link,Marlins (AA),30,12,12,0.75,16,0,33.30%,2.10%,31.30%,0.213,0.92,0.323,72.70%,2.25,0.77,1.48,3894
Clayton Kershaw,Dodgers (AA),26,5,16.2,3.6,4.5,0,37.50%,8.30%,29.20%,0.273,1.6,0.462,75.00%,1.8,0.79,1.01,2036
Cam Bedrosian,Angels (AA),22,32.1,15.87,2.78,5.7,0.28,50.00%,8.80%,41.20%,0.096,0.62,0.196,80.70%,1.11,0.92,0.19,13360
Mike Strong,Brewers (AA),25,4,13.5,2.25,6,0,46.20%,7.70%,38.50%,0,0.25,0,100.00%,0,0.94,-0.94,sa502184
Charlie Morton,Pirates (AA),30,4,13.5,2.25,6,0,35.30%,5.90%,29.40%,0.25,1.25,0.4,60.00%,4.5,1.1,3.4,4676
Dane De La Rosa,Angels (AA),31,2,9,0,2,0,33.30%,0.00%,33.30%,0.167,0.5,0.25,100.00%,0,1.12,-1.12,10095
Derek Holland,Rangers (AA),27,5,14.4,3.6,4,0,42.10%,10.50%,31.60%,0.177,1,0.333,100.00%,0,1.12,-1.12,4141
Cody Overbeck,Padres (AA),28,1,9,0,1,0,25.00%,0.00%,25.00%,0,0,0,100.00%,0,1.12,-1.12,sa454914
Joey Wong,Rockies (AA),26,1,9,0,1,0,33.30%,0.00%,33.30%,0,0,0,100.00%,0,1.12,-1.12,sa502131
A.J. Ramos,Marlins (AA),27,1,9,0,1,0,16.70%,0.00%,16.70%,0.333,2,0.4,50.00%,9,1.19,7.81,8350
Jonathan Arias,Mariners (AA),26,1,9,0,1,0,33.30%,0.00%,33.30%,0,0,0,100.00%,0,1.19,-1.19,sa392877
Radhames Quezada,Reds (AA),23,1,9,0,1,0,33.30%,0.00%,33.30%,0,0,0,100.00%,0,1.19,-1.19,sa506279
Kevin Rivers,Mariners (AA),25,2,9,0,2,0,22.20%,0.00%,22.20%,0.333,1.5,0.429,100.00%,0,1.19,-1.19,sa510347
Eric Brooks,Diamondbacks (AA),23,5,9,0,5,0,31.30%,0.00%,31.30%,0.125,0.4,0.182,100.00%,0,1.19,-1.19,sa658178
Iden Nazario,Cardinals (AA),25,4,11.25,2.25,5,0,33.30%,6.70%,26.70%,0.143,0.75,0.222,66.70%,2.25,1.37,0.88,sa545221
Chris Capuano,Rockies (AA),35,4.2,13.5,3.86,3.5,0,35.00%,10.00%,25.00%,0.222,1.29,0.364,83.30%,1.93,1.41,0.52,1701
Chasen Shreve,Braves (AA),23,54.1,12.59,1.49,8.44,0.33,36.70%,4.40%,32.40%,0.213,0.94,0.336,73.20%,2.48,1.42,1.06,10855
Richard Rodriguez,Astros (AA),24,20.2,12.19,0.87,14,0.44,32.90%,2.40%,30.60%,0.256,1.11,0.377,75.20%,3.05,1.47,1.57,sa548063
Branden Pinder,Yankees (AA),25,16,10.13,1.13,9,0,31.60%,3.50%,28.10%,0.127,0.56,0.189,88.90%,0.56,1.48,-0.92,sa598304
R.J. Alvarez,- - -,23,43.1,12.67,2.7,4.69,0,36.10%,7.70%,28.40%,0.191,0.97,0.319,84.80%,1.25,1.48,-0.24,13401
Shae Simmons,Braves (AA),23,23,11.74,2.35,5,0,33.70%,6.70%,27.00%,0.183,0.91,0.289,90.90%,0.78,1.49,-0.71,14200
John Holdzkom,Pirates (AA),26,6,15,3,5,0,47.60%,9.50%,38.10%,0.056,0.5,0.125,100.00%,0,1.52,-1.52,9392
Diego Moreno,Yankees (AA),27,11.1,10.32,1.59,6.5,0,31.70%,4.90%,26.80%,0.128,0.62,0.192,85.70%,0.79,1.59,-0.8,sa502563
Sam Tuivailala,Cardinals (AA),21,21,12.86,3.86,3.33,0,34.10%,10.20%,23.90%,0.231,1.29,0.375,71.40%,2.57,1.69,0.88,13485
Ryan Chaffee,Angels (AA),26,23.1,11.57,3.47,3.33,0,29.70%,8.90%,20.80%,0.239,1.33,0.355,77.40%,2.31,1.71,0.61,sa454506
Grant Dayton,Marlins (AA),26,16.1,9.92,2.2,4.5,0,25.40%,5.60%,19.70%,0.254,1.29,0.347,90.50%,1.1,1.72,-0.62,sa549077
Tucker Healy,Athletics (AA),24,19.1,13.5,2.79,4.83,0.47,35.80%,7.40%,28.40%,0.227,1.19,0.356,83.30%,2.33,1.72,0.6,sa621510
Blake Logan,Marlins (AA),22,11,9,0.82,11,0,27.50%,2.50%,25.00%,0.158,0.64,0.222,100.00%,0,1.73,-1.73,sa658236
Miguel Gonzalez,Orioles (AA),30,4.1,10.38,2.08,5,0,29.40%,5.90%,23.50%,0.25,1.15,0.364,100.00%,0,1.74,-1.74,7024
James Hoyt,Braves (AA),27,31.2,12.22,2.84,4.3,0.28,34.10%,7.90%,26.20%,0.164,0.92,0.25,87.00%,1.14,1.83,-0.69,sa659944
Jack Leathersich,Mets (AA),23,46,15.46,4.11,3.76,0.2,39.70%,10.60%,29.20%,0.218,1.28,0.394,74.70%,2.93,1.83,1.1,sa577738
Timothy Sexton,- - -,27,15.2,9.19,2.3,4,0,23.50%,5.90%,17.70%,0.297,1.47,0.396,69.60%,4.02,1.84,2.18,sa392174
Shawn Kelley,Yankees (AA),30,0.2,27,13.5,2,0,66.70%,33.30%,33.30%,0,1.5,0,100.00%,0,1.85,-1.85,7773
Joseph Donofrio,Cardinals (AA),25,51.2,11.32,2.96,3.82,0.17,32.30%,8.50%,23.90%,0.169,0.93,0.256,84.00%,0.87,1.9,-1.03,sa658836
Gavin Floyd,Braves (AA),31,4.2,11.57,1.93,6,0,30.00%,5.00%,25.00%,0.222,1.07,0.333,16.70%,7.71,1.9,5.81,3886
Zach Jackson,Nationals (AA),31,7.2,8.22,0,7,0,25.90%,0.00%,25.90%,0.154,0.52,0.211,100.00%,0,1.92,-1.92,8356
Jim Henderson,Brewers (AA),31,4,9,2.25,4,0,28.60%,7.10%,21.40%,0.077,0.5,0.111,50.00%,0,1.94,-1.94,6653
Phil Klein,Rangers (AA),25,33.1,11.34,3.78,3,0,32.60%,10.90%,21.70%,0.132,0.87,0.208,90.00%,0.81,1.95,-1.14,12675
Kyle Crockett,Indians (AA),22,15.2,9.77,1.72,5.67,0,28.80%,5.10%,23.70%,0.146,0.7,0.211,91.70%,0.57,1.95,-1.38,15033
